0.000000000000000000e+00,0.000000000000000000e+00
8.194206439049444819e-09,1.127002745127114770e-09
3.281202981142427995e-08,4.580423492495100801e-09
8.208153638467052794e-08,1.155881665071412133e-08
1.642278307155686679e-07,2.325646397927094875e-08
2.874714396480237720e-07,4.085996722791307683e-08
4.600266989126522292e-07,6.554484896192924768e-08
6.901001434469477952e-07,9.847216531699842726e-08
9.858889025491368958e-07,1.407851344075172747e-07
1.355579100973280863e-06,1.936057840983274001e-07
1.807344267069854599e-06,2.580316228275591793e-07
2.349343749065146878e-06,3.351323371432179895e-07
2.989721140566614609e-06,4.259465195874945328e-07
3.736602716371883933e-06,5.314784305285869016e-07
4.598095879644548080e-06,6.526947974998531877e-07
5.582287621513693076e-06,7.905216555696981431e-07
6.697242994136321393e-06,9.458412322180808879e-07
7.951003598249628559e-06,1.119488880143348827e-06
9.351586086225216842e-06,1.312250061377806470e-06
1.090698068162032589e-05,1.524857386025590987e-06
1.262514971620265515e-05,1.757987708880692797e-06
1.451402618541097688e-05,2.012259287122564399e-06
1.658151232319049294e-05,2.288229002212594181e-06
1.883547819712316697e-05,2.586389649049891893e-06
2.128376032475276571e-05,2.907167295369772590e-06
2.393416031198136647e-05,3.250918714290174419e-06
2.679444351439197523e-05,3.617928892835298473e-06
2.987233772232767098e-05,4.008408619178283129e-06
3.317553187053323861e-05,4.422492151263002478e-06
3.671167477314140986e-05,4.860234969376042577e-06
4.048837388475512211e-05,5.321611615145105532e-06
4.451319408835918674e-05,5.806513619356801377e-06
4.879365651075695699e-05,6.314747520876684480e-06
5.333723736620821264e-05,6.846032978869321093e-06
5.815136682891075927e-05,7.400000980409382926e-06
6.324342793494142025e-05,7.976192145473737647e-06
6.862075551424128722e-05,8.574055131201241233e-06
7.429063515320010369e-05,9.192945137199036909e-06
8.026030218836487421e-05,9.832122513570462386e-06
8.653694073176586884e-05,1.049075147322686596e-05
9.312768272832082253e-05,1.116789890993663422e-05
1.000396070457493025e-04,1.186253332345343812e-05
1.072797385973934652e-04,1.257352385295340472e-05
1.148550474983118673e-04,1.329963941989342627e-05
1.227724482549784606e-04,1.403954798129358701e-05
1.310387989888878158e-04,1.479181589432720866e-05
1.396609006943328932e-04,1.555490739298770358e-05
1.486454965305896586e-04,1.632718417748257905e-05
1.579992711487097977e-04,1.710690511689194686e-05
1.677288500530882127e-04,1.789222606550677937e-05
1.778407989979395522e-04,1.868119979314819811e-05
1.883416234187859867e-04,1.947177602965166886e-05
1.992377678990222320e-04,2.026180162358049135e-05
2.105356156715934893e-04,2.104902081511750400e-05
2.222414881557868997e-04,2.183107562296538034e-05
2.343616445291053134e-04,2.260550634497371600e-05
2.469022813341600854e-04,2.336975217209192086e-05
2.598695321204840978e-04,2.412115191513009466e-05
2.732694671211373730e-04,2.485694484370327040e-05
2.871080929639436207e-04,2.557427163661230498e-05
3.013913524171647068e-04,2.627017544280963403e-05
3.161251241693885839e-04,2.694160305198157297e-05
3.313152226433751396e-04,2.758540617367267252e-05
3.469673978435730273e-04,2.819834282376732618e-05
3.630873352369922476e-04,2.877707881703606737e-05
3.796806556670835847e-04,2.931818936434949416e-05
3.967529153002511723e-04,2.981816077306010220e-05
4.143096056045910726e-04,3.027339224894354765e-05
4.323561533604232160e-04,3.068019779799824711e-05
4.508979207021540734e-04,3.103480822629856527e-05
4.699402051909815732e-04,3.133337323600016394e-05
4.894882399179257496e-04,3.157196361550341043e-05
5.095471936366421538e-04,3.174657352168486619e-05
5.301221709254493085e-04,3.185312285201935756e-05
5.512182123779779631e-04,3.188745970432305116e-05
5.728402948218219281e-04,3.192955648687934212e-05
5.949933315645502705e-04,3.205237468792821018e-05
6.176821726664133254e-04,3.226026600975063038e-05
6.409116052390570906e-04,3.255764328740685004e-05
6.646863537695333604e-04,3.294897762782911759e-05
6.890110804688756021e-04,3.343879547662288010e-05
7.138903856444907443e-04,3.403167561539578202e-05
7.393288080955906939e-04,3.473224609250370086e-05
7.653308255308780787e-04,3.554518109016747155e-05
7.919008550076746906e-04,3.647519773097452348e-05
8.190432533916664664e-04,3.752705282684610290e-05
8.467623178364232315e-04,3.870553957360068709e-05
8.750622862818321348e-04,4.001548419430501406e-05
9.039473379705730742e-04,4.146174253465018941e-05
9.334215939817447913e-04,4.304919661364326789e-05
9.634891177807420725e-04,4.478275113294639525e-05
9.941539157844677971e-04,4.666732994823986468e-05
1.025419937940952190e-03,4.870787250602638506e-05
1.057291078322444801e-03,5.090933024932443873e-05
1.089771175731026097e-03,5.327666299573997633e-05
1.122864014315787164e-03,5.581483529142496053e-05
1.156573324200605747e-03,5.852881274447076302e-05
1.190902782121550010e-03,6.142355834129432576e-05
1.225856012072926203e-03,6.450402874960637842e-05
1.261436585960986657e-03,6.777517061156169693e-05
1.297648024264303878e-03,7.124191683070614002e-05
1.334493796699819145e-03,7.490918285634884778e-05
1.371977322893564236e-03,7.878186296899003993e-05
1.410101973055056862e-03,8.286482657044258265e-05
1.448871068654366059e-03,8.716291448228518843e-05
1.488287883100847470e-03,9.168093525628039672e-05
1.528355642422543669e-03,9.642366150038793543e-05
1.569077525945248392e-03,1.013958262239922185e-04
1.610456666970239798e-03,1.066021192059476237e-04
1.652496153449681173e-03,1.120471833890359514e-04
1.695199028658702679e-03,1.177356113044045676e-04
1.738568291863175569e-03,1.236719415295335395e-04
1.782606898982196141e-03,1.298606551832550684e-04
1.827317763244311246e-03,1.363061724613159453e-04
1.872703755836513471e-03,1.430128492159439362e-04
1.918767706545052758e-03,1.499849735828426875e-04
1.965512404387114928e-03,1.572267626589989443e-04
2.012940598232430128e-03,1.647423592346444212e-04
2.061054997413888559e-03,1.725358285826688134e-04
2.109858272326244066e-03,1.806111553087297534e-04
2.159353055012014182e-03,1.889722402652576196e-04
2.209541939733681692e-03,1.976228975324927442e-04
2.260427483531336681e-03,2.065668514696343972e-04
