8.500731912230012899e-01,1.699999408173354487e+00,-5.266645702569545673e-01,2.371527810909324074e-04
8.501421598398142265e-01,1.699998416207996854e+00,-5.265532338357592490e-01,4.613233748154144109e-04
8.502070109608876880e-01,1.699997229539792043e+00,-5.264485145889890028e-01,6.725193373928739504e-04
8.502678425277705454e-01,1.699996027635982232e+00,-5.263502597730626009e-01,8.707673424203088430e-04
8.503247461590803802e-01,1.699994966922410367e+00,-5.262583263659544874e-01,1.056111088582056823e-03
8.503778079010011481e-01,1.699994183388944924e+00,-5.261725798913203800e-01,1.228609434916649867e-03
8.504271088926012023e-01,1.699993794907407096e+00,-5.260928933758483028e-01,1.388334739257368611e-03
8.504727259552065100e-01,1.699993903292793984e+00,-5.260191464256032123e-01,1.535371377968552942e-03
8.505147321140966721e-01,1.699994596135421032e+00,-5.259512244085818855e-01,1.669814427354032738e-03
8.505531970599288227e-01,1.699995948428744796e+00,-5.258890177320056925e-01,1.791768489148859445e-03
8.505881875565159955e-01,1.699998024015054732e+00,-5.258324212040573764e-01,1.901346644351709081e-03
8.506197678008805552e-01,1.700000876868893673e+00,-5.257813334708413278e-01,1.998669521307006036e-03
8.506479997408810112e-01,1.700004552235991451e+00,-5.257356565203068488e-01,2.083864465437623714e-03
8.506729433551365460e-01,1.700009087643603145e+00,-5.256952952457427664e-01,2.157064799375385533e-03
8.506946568994712132e-01,1.700014513796466176e+00,-5.256601570622324582e-01,2.218409163436851905e-03
8.507131971236412404e-01,1.700020855371066730e+00,-5.256301515701632399e-01,2.268040927475900581e-03
8.507286194617017516e-01,1.700028131719551139e+00,-5.256051902605101134e-01,2.306107666119938671e-03
8.507409781990030728e-01,1.700036357493389438e+00,-5.255851862571884192e-01,2.332760690255675229e-03
8.507503266184788249e-01,1.700045543195807696e+00,-5.255700540922700892e-01,2.348154628425636048e-03
8.507567171285963514e-01,1.700055695671024880e+00,-5.255597095103214933e-01,2.352447052479722522e-03
8.507602013750770187e-01,1.700066818537449231e+00,-5.255540692985245510e-01,2.345798142458721536e-03
