8.500731912230012899e-01,1.699999408173354487e+00,-5.266645702569545673e-01,2.371527810909324074e-04
8.501421553292872746e-01,1.699998401091106892e+00,-5.265532411181931272e-01,4.613331960525712816e-04
8.502069931566631489e-01,1.699997172214653407e+00,-5.264485433425624139e-01,6.725542968595288329e-04
8.502677987395915737e-01,1.699995892612967019e+00,-5.263503305086160156e-01,8.708436510718176038e-04
8.503246600253467902e-01,1.699994713355100995e+00,-5.262584655402499090e-01,1.056241702600102528e-03
8.503776595123305748e-01,1.699993767645532561e+00,-5.261728197107208294e-01,1.228800310104860571e-03
8.504268748190302318e-01,1.699993172730108526e+00,-5.260932717546743520e-01,1.388581443769743018e-03
8.504723791911726893e-01,1.699993031597340831e+00,-5.260197070765563199e-01,1.535656023278653137e-03
8.505142419538105347e-01,1.699993434497135025e+00,-5.259520170450294740e-01,1.670102881667245853e-03
8.505525289143363032e-01,1.699994460296650800e+00,-5.258900983641230376e-01,1.792007841386999978e-03
8.505873027217756288e-01,1.699996177690861421e+00,-5.258338525128392060e-01,1.901462890395722027e-03
8.506186231871186720e-01,1.699998646283485737e+00,-5.257831852458298982e-01,1.998565447404065942e-03
8.506465475689370948e-01,1.700001917552272701e+00,-5.257380061485453782e-01,2.083417706598145180e-03
8.506711308280665573e-01,1.700006035711108199e+00,-5.256982282409732310e-01,2.156126053196150139e-03
8.506924258547234885e-01,1.700011038480066627e+00,-5.256637676247105651e-01,2.216800542145236363e-03
8.507104836710585039e-01,1.700016957773328397e+00,-5.256345431686864078e-01,2.265554433094951747e-03
8.507253536118206672e-01,1.700023820313817824e+00,-5.256104762293485333e-01,2.302503775534980868e-03
8.507370834855143560e-01,1.700031648182449562e+00,-5.255914904015865918e-01,2.327767038642791775e-03
8.507457197181714781e-01,1.700040459309030805e+00,-5.255775112970592078e-01,2.341464780988400385e-03
8.507513074816318577e-01,1.700050267911099589e+00,-5.255684663469583073e-01,2.343719355763718148e-03
8.507538908080137796e-01,1.700061084886300034e+00,-5.255642846265584645e-01,2.334654647682010697e-03
8.507535126918783774e-01,1.700072918163296531e+00,-5.255648966991897098e-01,2.314395838107108361e-03
8.507502151814234637e-01,1.700085773015681978e+00,-5.255702344775259327e-01,2.283069195349596292e-03
8.507440394599006250e-01,1.700099652342860868e+00,-5.255802311003060501e-01,2.240801887401833170e-03
8.507350259183141805e-01,1.700114556921450415e+00,-5.255948208228132801e-01,2.187721814675192000e-03
8.507232142203520198e-01,1.700130485630369837e+00,-5.256139389196151646e-01,2.123957460575032208e-03
8.507086433603869846e-01,1.700147435652435757e+00,-5.256375215982302951e-01,2.049637757979172470e-03
8.506913517153027460e-01,1.700165402654986391e+00,-5.256655059225315840e-01,1.964891969898241442e-03
8.506713770908135297e-01,1.700184380951778707e+00,-5.256978297448249293e-01,1.869849582784799402e-03
8.506487567628716606e-01,1.700204363648163630e+00,-5.257344316456559197e-01,1.764640211122991964e-03
8.506235275146964980e-01,1.700225342771326309e+00,-5.257752508805014768e-01,1.649393512078489721e-03
8.505957256698979396e-01,1.700247309387188377e+00,-5.258202273325929266e-01,1.524239109125025138e-03
8.505653871221156015e-01,1.700270253705392420e+00,-5.258693014711979252e-01,1.389306523679634253e-03
8.505325473615505949e-01,1.700294165173639627e+00,-5.259224143147652741e-01,1.244725113880185141e-03
8.504972414987255203e-01,1.700319032562515487e+00,-5.259795073983952740e-01,1.090624019741581741e-03
8.504595042857694409e-01,1.700344844041806525e+00,-5.260405227451621091e-01,9.271321140005284178e-04
8.504193701354963997e-01,1.700371587249218885e+00,-5.261054028408619354e-01,7.543779580405640672e-04
8.503768731385137336e-01,1.700399249352297026e+00,-5.261740906118089756e-01,5.724897623532454460e-04
8.503320470785709073e-01,1.700427817104260164e+00,-5.262465294053416676e-01,3.815953510469816123e-04
8.502849254463387130e-01,1.700457276894400627e+00,-5.263226629727377759e-01,1.818221299754174680e-04
8.502355414517871468e-01,1.700487614793611657e+00,-5.264024354542694573e-01,-2.670294190465494211e-05
8.501839280353089556e-01,1.700518816595555593e+00,-5.264857913661606936e-01,-2.438533782871399325e-04
8.501301178777269651e-01,1.700550867853928727e+00,-5.265726755892314870e-01,-4.695031886894351913e-04
8.500741434092995430e-01,1.700583753916226515e+00,-5.266630333590404112e-01,-7.035268993174081942e-04
8.500160368178338866e-01,1.700617459954373523e+00,-5.267568102573547684e-01,-9.457995718674672148e-04
8.499558300560001722e-01,1.700651970992539841e+00,-5.268539522047980261e-01,-1.196196820480555090e-03
8.498935548479313873e-01,1.700687271932435296e+00,-5.269544054545386436e-01,-1.454594827043576011e-03
8.498292426951827849e-01,1.700723347576332811e+00,-5.270581165869017148e-01,-1.720870355010784003e-03
8.497629248821216841e-01,1.700760182648061392e+00,-5.271650325047949615e-01,-1.994900761899010000e-03
