0.000000000000000000e+00,0.000000000000000000e+00
2.002770470137267000e-01,-2.754541070564065983e-02
4.004809201583048317e-01,-4.699389664142159667e-02
5.999409313800734278e-01,-5.749177230852146880e-02
7.988752580628915023e-01,-6.002453337644628878e-02
9.974714065502874316e-01,-5.547034837876299584e-02
1.195889521117347254e+00,-4.461151432969174407e-02
1.394265356041480386e+00,-2.814473986439923123e-02
1.592712943146771920e+00,-6.690369118798084047e-03
1.791326984617552798e+00,1.919934981869377347e-02
1.990184998102261460e+00,4.903285811195031568e-02
2.189349238485134297e+00,8.237265542963675968e-02
2.388868418742998045e+00,1.188293677664379461e-01
2.588779249950610151e+00,1.580564436656966831e-01
2.789107818689330109e+00,1.997454152485638457e-01
2.989870818508884476e+00,2.436216663161278606e-01
3.191076650229574430e+00,2.894406558507160998e-01
3.392726404612238511e+00,3.369845498027927988e-01
3.594814739639439427e+00,3.860592188103643685e-01
3.797330663263263073e+00,4.364915637930605330e-01
4.000258231501629957e+00,4.881271349891144196e-01
4.203577170954100772e+00,5.408280134156749908e-01
4.407263433442983214e+00,5.944709270697362546e-01
4.611289690192218238e+00,6.489455768375925748e-01
4.815625771928177201e+00,7.041531494598212149e-01
5.020239060631807249e+00,7.600049977785305888e-01
5.225094838262443808e+00,8.164214696976946906e-01
5.430156596973642280e+00,8.733308701617044090e-01
5.635386315089267129e+00,9.306685412629943643e-01
5.840744702561019963e+00,9.883760475930538636e-01
6.046191419081545781e+00,1.046400455473206481e+00
6.251685268239400628e+00,1.104693695096469641e+00
6.457184369799714219e+00,1.163211997061323055e+00
6.662646313082156269e+00,1.221915394313371372e+00
6.868028293109200710e+00,1.280767282562647713e+00
7.073287231694627586e+00,1.339734032368479877e+00
7.278379884997353777e+00,1.398784647119880153e+00
7.483262939140255199e+00,1.457890461624673284e+00
7.687893095212842809e+00,1.517024876632198094e+00
7.892227144790581406e+00,1.576163125243328578e+00
8.096222037096843849e+00,1.635282067426279351e+00
8.299834938739580892e+00,1.694360009440857739e+00
8.503023286803538028e+00,1.753376545123200181e+00
8.705744836106813267e+00,1.812312416819595429e+00
8.907957701226951741e+00,1.871149393059598598e+00
9.109620393946066486e+00,1.929870161639804405e+00
9.310691856519653697e+00,1.988458235791565443e+00
9.511131491361217272e+00,2.046897872144492592e+00
9.710899187437087576e+00,2.105173998934901647e+00
9.909955343794546678e+00,2.163272153258367414e+00
1.010826089050809173e+01,2.221178426334695644e+00
1.030577730736213127e+01,2.278879415631117844e+00
1.050246664046044742e+01,2.336362183224862221e+00
1.069829151702248105e+01,2.393614219483017891e+00
1.089321515854450517e+01,2.450623411470094659e+00
1.108720139253280479e+01,2.507378015389106540e+00
1.128021466289745867e+01,2.563866632705137594e+00
1.147222003913659449e+01,2.620078189442605954e+00
1.166318322455779466e+01,2.676001918034527804e+00
1.185307056343805954e+01,2.731627341855545232e+00
1.204184904740121453e+01,2.786944261550930335e+00
1.222948632094869126e+01,2.841942743366184132e+00
1.241595068630019938e+01,2.896613108998469688e+00
1.260121110760290364e+01,2.950945926762410298e+00
1.278523721452296869e+01,3.004932004011655167e+00
