8.500775067926750195e-01,1.699999999999999734e+00,-5.266576045640559700e-01,2.501250625313033993e-04
8.501549955463273411e-01,1.699999963934530900e+00,-5.265325094878986478e-01,5.002501250624957763e-04
8.502324666216719562e-01,1.699999892529597822e+00,-5.264074018309653491e-01,7.503751825370663653e-04
8.503099203741020240e-01,1.699999786501287247e+00,-5.262822810178852118e-01,1.000500230247336475e-03
8.503873571537468035e-01,1.699999646555872213e+00,-5.261571464810355092e-01,1.250625263825244637e-03
8.504647773055293847e-01,1.699999473389917304e+00,-5.260319976604620473e-01,1.500750279233797890e-03
8.505421811692230882e-01,1.699999267690381455e+00,-5.259068340038001166e-01,1.750875272758523060e-03
8.506195690795079756e-01,1.699999030134720979e+00,-5.257816549661962213e-01,2.001000240997918844e-03
8.506969413660272483e-01,1.699998761390991264e+00,-5.256564600102294760e-01,2.251125180856350383e-03
8.507742983534424264e-01,1.699998462117948694e+00,-5.255312486058347776e-01,2.501250089534390320e-03
8.508516403614885260e-01,1.699998132965149455e+00,-5.254060202302255345e-01,2.751374964522157462e-03
8.509289677050284606e-01,1.699997774573049458e+00,-5.252807743678180596e-01,3.001499803590323978e-03
8.510062806941076641e-01,1.699997387573104479e+00,-5.251555105101550769e-01,3.251624604782565875e-03
8.510835796340072701e-01,1.699996972587864974e+00,-5.250302281558314466e-01,3.501749366408235531e-03
8.511608648252977360e-01,1.699996530231075997e+00,-5.249049268104188926e-01,3.751874087034479111e-03
8.512381365638914676e-01,1.699996061107772238e+00,-5.247796059863928386e-01,4.001998765478465003e-03
8.513153951410952214e-01,1.699995565814372611e+00,-5.246542652030582454e-01,4.252123400801166575e-03
8.513926408436619520e-01,1.699995044938776623e+00,-5.245289039864773351e-01,4.502247992299368562e-03
8.514698739538426597e-01,1.699994499060457187e+00,-5.244035218693970934e-01,4.752372539499227777e-03
8.515470947494370169e-01,1.699993928750553884e+00,-5.242781183911773280e-01,5.002497042149278705e-03
8.516243035038437714e-01,1.699993334571964887e+00,-5.241526930977203902e-01,5.252621500213328076e-03
8.517015004861114846e-01,1.699992717079439331e+00,-5.240272455413994557e-01,5.502745913864237615e-03
8.517786859609881578e-01,1.699992076819667464e+00,-5.239017752809894679e-01,5.752870283477595770e-03
